Date,YuukiIndex
2025-09-11,11951.1
2025-09-12,12008.71
2025-09-16,11924.18
2025-09-17,11907.02
2025-09-18,11959.92
2025-09-19,11664.86
2025-09-22,11727.79
2025-09-24,11654.06
2025-09-25,11598.0
2025-09-26,11642.87
2025-09-29,11477.61
2025-09-30,11543.13
2025-10-01,11605.06
2025-10-02,11551.95
2025-10-03,11693.84
2025-10-06,12288.85
2025-10-07,12204.42
2025-10-08,12060.31
2025-10-09,12204.13
2025-10-10,12480.38
2025-10-14,12165.85
2025-10-15,12382.65
2025-10-16,12376.68
2025-10-17,12341.59
2025-10-20,12787.82
2025-10-21,12864.67
2025-10-22,12968.18
2025-10-23,12851.34
2025-10-24,12920.41
2025-10-27,13160.28
2025-10-28,12961.74
2025-10-29,12951.15
2025-10-30,12767.59
2025-10-31,12731.83
2025-11-04,12531.6
2025-11-05,12648.61
2025-11-06,12784.78
2025-11-07,12790.8
2025-11-10,12878.08
2025-11-11,12955.93
2025-11-12,13051.8
2025-11-13,12993.99
2025-11-14,12923.86
2025-11-17,12547.3
2025-11-18,12281.96
2025-11-19,12321.78
2025-11-20,12490.21
2025-11-21,12572.71
2025-11-25,12622.71
2025-11-26,12720.89
2025-11-27,12739.09
2025-11-28,12705.79
2025-12-01,12482.8
2025-12-02,12539.1
2025-12-03,12479.17
2025-12-04,12932.54
2025-12-05,12628.89
2025-12-08,12612.6
2025-12-09,12481.87
2025-12-10,12563.96
2025-12-11,12441.5
2025-12-12,12773.67
2025-12-15,12735.78
2025-12-16,12597.71
2025-12-17,12590.99
2025-12-18,12580.78
2025-12-19,12510.79
2025-12-22,12706.29
2025-12-23,12810.36
2025-12-24,12696.65
2025-12-25,12675.33
2025-12-26,12761.75
2025-12-29,12663.09
2025-12-30,12684.97
2026-01-05,12764.39
2026-01-06,12901.85
2026-01-07,12585.71
2026-01-08,12511.86
2026-01-09,13126.38
2026-01-13,13303.34
2026-01-14,13473.19
2026-01-15,13579.43
2026-01-16,13564.11
2026-01-19,13512.19
2026-01-20,13472.04
2026-01-21,13277.68
2026-01-22,13114.14
2026-01-23,13166.14
2026-01-26,12924.8
2026-01-27,12908.18
2026-01-28,12717.4
2026-01-29,12691.25
2026-01-30,12600.7
2026-02-02,12684.52
2026-02-03,13000.44
2026-02-04,12616.74
2026-02-05,12494.95
2026-02-06,12487.92
2026-02-09,13062.55
2026-02-10,13300.1
2026-02-12,13314.27
2026-02-13,13203.74
2026-02-16,13300.23
2026-02-17,13325.99
2026-02-18,13391.59
2026-02-19,13518.39
2026-02-20,13499.68
2026-02-24,13680.09
2026-02-25,14019.16
2026-02-26,13946.61
2026-02-27,14148.05
2026-03-02,13862.5
2026-03-03,13434.55
2026-03-04,13217.65
2026-03-05,13278.39
2026-03-06,13475.39
2026-03-09,12904.53
2026-03-10,13260.68
2026-03-11,13337.57
2026-03-12,13476.26
2026-03-13,13383.89
2026-03-16,13227.76
2026-03-17,13243.04
2026-03-18,13464.59
2026-03-19,13071.85
2026-03-23,12614.73
2026-03-24,12683.03
2026-03-25,12878.4
2026-03-26,12845.39
2026-03-27,12743.28
2026-03-30,12506.51
2026-03-31,12441.42
2026-04-01,12990.79
2026-04-02,12814.04
2026-04-03,12995.45
2026-04-06,13086.69
2026-04-07,13106.68
2026-04-08,13564.17
2026-04-09,13593.41
2026-04-10,14273.72
2026-04-13,14279.54
2026-04-14,14229.74
2026-04-15,14221.22
2026-04-16,14463.35
2026-04-17,14348.24
2026-04-20,14562.92
2026-04-21,14377.9
2026-04-22,14242.49
2026-04-23,13959.38
2026-04-24,14026.27
2026-04-27,14945.29
2026-04-28,15104.87
2026-04-30,14848.03
2026-05-01,15251.38
2026-05-07,15863.82
2026-05-08,16205.86
2026-05-11,16020.49
2026-05-12,15574.78
